,reviews,scores,compound,label
431, the library contains books of every section ranging from science and technology to art,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
432," hostels are quite decent and are a bit old, but new hostels are being constructed","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
433," all the facilities are available in hostels, including wi-fi, lan, washing machine, night canteen, tv room, gyms, etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
434," most of the students got placed in the it sector and consulting, and very few students were placed in the core field","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
435,most of the students got placed either through on-campus or off-campus placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
440,"indian institute of technology, roorkee campus has one of the fastest internet facilities for students residing on the campus","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
441, our institute provides modern laboratories which are equipped with the latest technology for students for practical knowledge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
442," there is a vast library on our campus, and it is open 24x7","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
445,", software, data science, finance and consultancy, a lot of companies are available for you depending on your gpa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
448,"wi-fi, classrooms and library are world-class","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
450, medical facilities are also average,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
452, classrooms are air-conditioned,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
453, wi-fi is available ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
454,the college provides 100% on-campus placements,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
455,", visit the campus","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
456,iit roorkee has the fastest internet over all the institutes and universities in india,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
457, we have labs for all 22 departments,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
459, mahatma gandhi central library is equipped with lacs of books,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
460," there is a lecture hall with around 5,000 capacity, a multi-activity center with many layouts,","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
462," so, i don't know about the infrastructure and facilities in our college as i haven't seen ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
471,"after the 4th sem, the students are eligible for campus placements","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
474, almost 90% of students are placed on our campus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
484," the campus included a gym, a swimming pool, and most of the spo","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
485,almost 95% of the students who applied for campus placements got selected,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
486,our college provides every facility regarding our course for systematic studies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
489, classrooms and wi-fi facility was unparalleled,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
490, some labs were not up to the mark,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
494, every student gets a separate room unlike other major colleges,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
495, review for facilities library - world class,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
497,all the necessary equipment is available in our lab,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
498, our labs are fully air-conditioned with wi-fi facility,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
503, all facilities for major sports are available,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
504," there are canteens in every hostel and academic building, also there is a food court ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
505,only iit hostels offer single rooms to every undergraduate student,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
508, a very large computer lab available for twenty four hours where we ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
510,"there is a multi-floor library with over lacs of books, attached computer centre with more than 300 computers and centralised air","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
511,"our college provides lan, library, gym, playground, canteen, juice centre and playroom","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
517, facilities are,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
518,the college has ac classrooms,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
520, lan ports are available in every hostel room,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
521," single-occupancy rooms are available for boys, and the girls' hostel allots 2 girls per 1 room","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
523, a well-working hospital is available for iitg people,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
524, at least one ground or court for all famous sports is available,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
533,classrooms are well-equipped,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
535," sports facilities are available after college hours, they even take players to ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
536,e-labs are provided in college,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
537, wi-fi is available throughout the campus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
538, classrooms are digitalized,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
540,"wi-fi facility is available in the college, and all the classrooms are well-equipped","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
541, the sports facility is available after college hours,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
544, there are wi-fi facilities,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
547, there are a nurse and a doctor on the campus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
548," we have coaches for volleyball, throw ball, basketball, kho-kho, etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
550," however, the facilities provided here include a gym, playground, etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
551, many sports and cycling facilities were provided along ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
556,wi-fi is available throughout the campus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
557, e-labs are provided for the studies,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
558, classrooms are well-equipped with digital learning,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
559, medical facilities are available with a ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
560,"wi-fi facility is available in the college, and labs are wel","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
561,the entire campus is wi-fi enabled,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
562, classrooms are well-equipped with digital learning,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
563, library access is given by three cards by which each student can,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
565, indoor games facility is available even the gym facility is available in the college,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
566, wi-fi is available throughout the campus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
567, classrooms are ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
569,"our college has spacious labs, classrooms and a three-storeyed library which can accommodate 150 students to read at a time","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
570, we also have a digital library,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
572,"our college provides wi-fi facilities, but it is not open sometimes","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
573,", visit our campus for placements","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
576," wi-fi, labs, classrooms, library, canteen, etc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
579, the library ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
581, the college wi-fi is available almost everywhere within the campus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
582, the classrooms are very spacious and have a projector,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
583,wi-fi is available,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
586," a library is available, and we can take different books ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
587, the colleage is under development as construction is going on as it was established in 2008 but that hasn't comprised the quality of teaching and exposure available to the students,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
588, iith started in 2008 and the few buildings are in construction,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
591,we do have buses to a nearest city point but its too far,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
594,negatives:away from the main city,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,infrastructure
